rocket,length,stars,reward,tier,rarity,count,seen,prop
henerprise,extended,7,aurelian_brooch,T4,common,1298030,10462,0.008059906165496945
henerprise,extended,7,aurelian_brooch,T4,rare,1298030,526,0.00040522946310948127
henerprise,extended,7,aurelian_brooch,T4,epic,1298030,171,0.0001317380954215234
henerprise,extended,7,aurelian_brooch,T4,legendary,1298030,53,4.083110559848386e-05
henerprise,extended,7,aurelian_brooch,T3,common,1298030,20121,0.015501182561265918
henerprise,extended,7,aurelian_brooch,T3,rare,1298030,3200,0.002465274300285818
henerprise,extended,7,aurelian_brooch,T3,epic,1298030,526,0.00040522946310948127
henerprise,extended,7,dilithium_stone,T1,common,1298030,10066,0.0077548284708365755
henerprise,extended,7,dilithium_stone,T2,common,1298030,3415,0.002630909917336271
henerprise,extended,7,phoenix_feather,T3,rare,1298030,2054,0.0015823979414959592
henerprise,extended,7,phoenix_feather,T3,common,1298030,13101,0.010092987065013905
henerprise,extended,7,phoenix_feather,T2,common,1298030,22695,0.017484187576558324
henerprise,extended,7,phoenix_feather,T1,common,1298030,14117,0.010875711655354652
henerprise,extended,7,carved_rainstick,T3,common,1298030,17774,0.013693057941650039
henerprise,extended,7,carved_rainstick,T2,common,1298030,16388,0.012625286010338745
henerprise,extended,7,carved_rainstick,T4,common,1298030,194,0.0001494572544548277
henerprise,extended,7,carved_rainstick,T4,epic,1298030,4,3.081592875357272e-06
henerprise,extended,7,ship_in_a_bottle,T2,common,1298030,19252,0.014831706509094551
henerprise,extended,7,ship_in_a_bottle,T1,common,1298030,32411,0.02496937667080114
henerprise,extended,7,ship_in_a_bottle,T3,common,1298030,2004,0.0015438780305539934
henerprise,extended,7,ship_in_a_bottle,T3,rare,1298030,317,0.0002442162353720638
henerprise,extended,7,demeters_necklace,T4,legendary,1298030,77,5.932066285062749e-05
henerprise,extended,7,demeters_necklace,T4,common,1298030,16905,0.013023581889478672
henerprise,extended,7,demeters_necklace,T4,rare,1298030,853,0.0006571496806699383
henerprise,extended,7,demeters_necklace,T4,epic,1298030,303,0.00023343066030831336
henerprise,extended,7,demeters_necklace,T3,common,1298030,12941,0.009969723349999614
henerprise,extended,7,demeters_necklace,T3,rare,1298030,1173,0.0009036771106985201
henerprise,extended,7,demeters_necklace,T3,epic,1298030,308,0.00023728265140250996
henerprise,extended,7,dilithium_monocle,T2,common,1298030,25317,0.019504171706355013
henerprise,extended,7,dilithium_monocle,T1,common,1298030,20480,0.015777755521829234
henerprise,extended,7,dilithium_monocle,T3,common,1298030,5621,0.004330408388095806
henerprise,extended,7,light_of_eggendil,T1,common,1298030,23206,0.017877861066385215
henerprise,extended,7,light_of_eggendil,T2,common,1298030,8097,0.006237914377941958
henerprise,extended,7,light_of_eggendil,T2,rare,1298030,941,0.0007249447239277983
henerprise,extended,7,light_of_eggendil,T3,common,1298030,157,0.00012095252035777293
henerprise,extended,7,light_of_eggendil,T3,rare,1298030,25,1.9259955470982952e-05
henerprise,extended,7,quantum_metronome,T1,common,1298030,18318,0.014112154572698628
henerprise,extended,7,quantum_metronome,T2,common,1298030,24297,0.01871836552313891
henerprise,extended,7,quantum_metronome,T2,rare,1298030,2798,0.002155574216312412
henerprise,extended,7,quantum_metronome,T3,common,1298030,8049,0.006200935263437671
henerprise,extended,7,quantum_metronome,T3,rare,1298030,1264,0.000973783348612898
henerprise,extended,7,quantum_metronome,T3,epic,1298030,233,0.0001795027849895611
henerprise,extended,7,tachyon_deflector,T1,common,1298030,37028,0.02852630524718227
henerprise,extended,7,tachyon_deflector,T2,common,1298030,8019,0.006177823316872492
henerprise,extended,7,tachyon_deflector,T3,common,1298030,158,0.00012172291857661225
henerprise,extended,7,tachyon_deflector,T3,rare,1298030,24,1.8489557252143632e-05
henerprise,extended,7,titanium_actuator,T2,common,1298030,25251,0.01945332542391162
henerprise,extended,7,titanium_actuator,T3,rare,1298030,729,0.0005616203015338629
henerprise,extended,7,titanium_actuator,T3,common,1298030,4466,0.0034405984453363945
henerprise,extended,7,titanium_actuator,T1,common,1298030,21342,0.016441838786468727
henerprise,extended,7,vial_martian_dust,T3,common,1298030,25320,0.01950648290101153
henerprise,extended,7,vial_martian_dust,T3,epic,1298030,639,0.0004922844618383243
henerprise,extended,7,vial_martian_dust,T4,common,1298030,796,0.0006132369821960972
henerprise,extended,7,vial_martian_dust,T4,rare,1298030,42,3.2356725191251355e-05
henerprise,extended,7,vial_martian_dust,T4,legendary,1298030,2,1.540796437678636e-06
henerprise,extended,7,vial_martian_dust,T2,common,1298030,5618,0.004328097193439288
henerprise,extended,7,vial_martian_dust,T2,rare,1298030,874,0.0006733280432655639
henerprise,extended,7,neodymium_medallion,T2,common,1298030,6974,0.005372757178185404
henerprise,extended,7,neodymium_medallion,T2,rare,1298030,932,0.0007180111399582444
henerprise,extended,7,neodymium_medallion,T4,common,1298030,10292,0.007928938468294261
henerprise,extended,7,neodymium_medallion,T4,rare,1298030,578,0.00044529017048912584
henerprise,extended,7,neodymium_medallion,T4,epic,1298030,171,0.0001317380954215234
henerprise,extended,7,neodymium_medallion,T4,legendary,1298030,60,4.622389313035908e-05
henerprise,extended,7,neodymium_medallion,T3,common,1298030,22777,0.017547360230503146
henerprise,extended,7,neodymium_medallion,T3,epic,1298030,440,0.00033897521628929993
henerprise,extended,7,interstellar_compass,T2,common,1298030,15258,0.011754736023050315
henerprise,extended,7,interstellar_compass,T3,common,1298030,18660,0.014375630763541675
henerprise,extended,7,interstellar_compass,T3,rare,1298030,2833,0.002182538153971788
henerprise,extended,7,interstellar_compass,T4,common,1298030,440,0.00033897521628929993
henerprise,extended,7,interstellar_compass,T4,rare,1298030,37,2.8504734097054768e-05
henerprise,extended,7,interstellar_compass,T4,legendary,1298030,5,3.85199109419659e-06
henerprise,extended,7,interstellar_compass,T4,epic,1298030,6,4.622389313035908e-06
henerprise,extended,7,clarity_stone_fragment,T1,common,1298030,33946,0.02615193793671949
henerprise,extended,7,prophecy_stone_fragment,T1,common,1298030,37690,0.029036308868053896
henerprise,extended,6,life_stone,T1,common,610624,2993,0.004901543339272613
henerprise,extended,6,life_stone,T2,common,610624,2584,0.004231736715229011
henerprise,extended,6,soul_stone,T1,common,610624,1588,0.00260061838381721
henerprise,extended,6,soul_stone,T2,common,610624,1827,0.0029920212765957447
henerprise,extended,6,soul_stone,T3,common,610624,25,4.09417251860392e-05
henerprise,extended,6,lunar_stone,T2,common,610624,3303,0.005409220731579499
henerprise,extended,6,lunar_stone,T3,common,610624,245,0.00040122890682318414
henerprise,extended,6,lunar_totem,T4,common,610624,11301,0.01850729745309716
henerprise,extended,6,lunar_totem,T4,rare,610624,739,0.0012102373964993187
henerprise,extended,6,lunar_totem,T4,epic,610624,133,0.00021780997798972855
henerprise,extended,6,lunar_totem,T3,common,610624,4007,0.006562139712818363
henerprise,extended,6,lunar_totem,T3,rare,610624,353,0.0005780971596268735
henerprise,extended,6,puzzle_cube,T3,common,610624,9815,0.01607372130803899
henerprise,extended,6,puzzle_cube,T3,rare,610624,1533,0.0025105465884079237
henerprise,extended,6,puzzle_cube,T4,common,610624,1560,0.002554763651608846
henerprise,extended,6,puzzle_cube,T4,epic,610624,28,4.5854732208363906e-05
henerprise,extended,6,puzzle_cube,T4,rare,610624,53,8.67964573944031e-05
henerprise,extended,6,puzzle_cube,T4,legendary,610624,1,1.637669007441568e-06
henerprise,extended,6,shell_stone,T2,common,610624,4483,0.007341670160360549
henerprise,extended,6,shell_stone,T3,common,610624,78,0.0001277381825804423
henerprise,extended,6,terra_stone,T2,common,610624,5221,0.008550269887852426
henerprise,extended,6,terra_stone,T1,common,610624,1635,0.0026775888271669637
henerprise,extended,6,the_chalice,T3,common,610624,10837,0.017747419033644272
henerprise,extended,6,the_chalice,T3,rare,610624,1729,0.002831529713866471
henerprise,extended,6,the_chalice,T3,epic,610624,266,0.0004356199559794571
henerprise,extended,6,the_chalice,T1,common,610624,3542,0.005800623624358034
henerprise,extended,6,the_chalice,T2,common,610624,6693,0.010960918666806414
henerprise,extended,6,the_chalice,T2,epic,610624,204,0.0003340844775180799
henerprise,extended,6,the_chalice,T4,common,610624,335,0.0005486191174929253
henerprise,extended,6,the_chalice,T4,epic,610624,11,1.8014359081857246e-05
henerprise,extended,6,the_chalice,T4,legendary,610624,1,1.637669007441568e-06
henerprise,extended,6,beak_of_midas,T2,common,610624,4908,0.008037679488523216
henerprise,extended,6,beak_of_midas,T3,common,610624,11890,0.01947188449848024
henerprise,extended,6,beak_of_midas,T3,rare,610624,1804,0.0029543548894245884
henerprise,extended,6,beak_of_midas,T4,common,610624,2304,0.0037731893931453727
henerprise,extended,6,beak_of_midas,T4,rare,610624,93,0.00015230321769206583
henerprise,extended,6,beak_of_midas,T4,legendary,610624,7,1.1463683052090976e-05
henerprise,extended,6,book_of_basan,T1,common,610624,11660,0.01909522062676868
henerprise,extended,6,book_of_basan,T2,common,610624,2084,0.003412902211508228
henerprise,extended,6,book_of_basan,T3,common,610624,15,2.4565035111623518e-05
henerprise,extended,6,book_of_basan,T3,epic,610624,1,1.637669007441568e-06
henerprise,extended,6,clarity_stone,T1,common,610624,4002,0.006553951367781155
henerprise,extended,6,clarity_stone,T2,common,610624,181,0.0002964180903469238
henerprise,extended,6,mercurys_lens,T3,common,610624,11088,0.018158473954512106
henerprise,extended,6,mercurys_lens,T3,rare,610624,1761,0.0028839351221046014
henerprise,extended,6,mercurys_lens,T2,common,610624,5656,0.009262655906089509
henerprise,extended,6,mercurys_lens,T2,rare,610624,963,0.00157707525416623
henerprise,extended,6,mercurys_lens,T4,common,610624,8,1.3101352059532543e-05
henerprise,extended,6,ornate_gusset,T2,common,610624,4384,0.007179540928623834
henerprise,extended,6,ornate_gusset,T2,epic,610624,124,0.00020307095692275443
henerprise,extended,6,ornate_gusset,T3,common,610624,11356,0.018597369248506447
henerprise,extended,6,ornate_gusset,T3,rare,610624,1854,0.003036238339796667
henerprise,extended,6,ornate_gusset,T4,common,610624,110,0.00018014359081857246
henerprise,extended,6,ornate_gusset,T4,legendary,610624,2,3.275338014883136e-06
henerprise,extended,6,ornate_gusset,T4,epic,610624,2,3.275338014883136e-06
henerprise,extended,6,quantum_stone,T2,common,610624,5292,0.008666544387380778
henerprise,extended,6,quantum_stone,T1,common,610624,2234,0.003658552562624463
henerprise,extended,6,quantum_stone,T3,common,610624,2,3.275338014883136e-06
henerprise,extended,6,tachyon_stone,T2,common,610624,4488,0.007349858505397757
henerprise,extended,6,tungsten_ankh,T3,common,610624,11875,0.01944731946336862
henerprise,extended,6,tungsten_ankh,T3,rare,610624,1836,0.003006760297662719
henerprise,extended,6,tungsten_ankh,T3,legendary,610624,36,5.895608426789645e-05
henerprise,extended,6,tungsten_ankh,T2,common,610624,3244,0.0053125982601404465
henerprise,extended,6,tungsten_ankh,T2,rare,610624,244,0.0003995912378157426
henerprise,extended,6,tungsten_ankh,T4,common,610624,1000,0.001637669007441568
henerprise,extended,6,tungsten_ankh,T4,rare,610624,50,8.18834503720784e-05
henerprise,extended,6,tungsten_ankh,T4,legendary,610624,7,1.1463683052090976e-05
henerprise,extended,6,gold_meteorite,T2,common,610624,50615,0.08289061681165497
henerprise,extended,6,gold_meteorite,T3,common,610624,3630,0.0059447384970128915
henerprise,extended,6,prophecy_stone,T1,common,610624,2297,0.0037617257100932815
henerprise,extended,6,prophecy_stone,T2,common,610624,43,7.041976731998742e-05
henerprise,extended,6,solar_titanium,T2,common,610624,29887,0.04894501362540614
henerprise,extended,6,solar_titanium,T3,common,610624,1615,0.0026448354470181325
henerprise,extended,6,tau_ceti_geode,T2,common,610624,38493,0.06303879310344827
henerprise,extended,6,tau_ceti_geode,T3,common,610624,14,2.2927366104181953e-05
henerprise,extended,6,aurelian_brooch,T4,common,610624,4948,0.008103186248820879
henerprise,extended,6,aurelian_brooch,T4,rare,610624,267,0.00043725762498689864
henerprise,extended,6,aurelian_brooch,T4,epic,610624,73,0.00011954983754323446
henerprise,extended,6,aurelian_brooch,T4,legendary,610624,20,3.275338014883136e-05
henerprise,extended,6,aurelian_brooch,T3,common,610624,9531,0.015608623309925584
henerprise,extended,6,aurelian_brooch,T3,rare,610624,1547,0.0025334739545121057
henerprise,extended,6,aurelian_brooch,T3,epic,610624,242,0.0003963158998008595
henerprise,extended,6,dilithium_stone,T2,common,610624,1666,0.0027283565663976522
henerprise,extended,6,dilithium_stone,T1,common,610624,4705,0.007705232680012578
henerprise,extended,6,phoenix_feather,T1,common,610624,6599,0.010806977780106907
henerprise,extended,6,phoenix_feather,T2,common,610624,10860,0.017785085420815427
henerprise,extended,6,phoenix_feather,T3,common,610624,6003,0.009830927051671733
henerprise,extended,6,phoenix_feather,T3,rare,610624,967,0.0015836259301959961
henerprise,extended,6,carved_rainstick,T3,common,610624,8348,0.01367126087412221
henerprise,extended,6,carved_rainstick,T2,common,610624,7549,0.012362763337176397
henerprise,extended,6,carved_rainstick,T4,common,610624,91,0.0001490278796771827
henerprise,extended,6,carved_rainstick,T4,epic,610624,2,3.275338014883136e-06
henerprise,extended,6,ship_in_a_bottle,T2,common,610624,9227,0.015110771931663347
henerprise,extended,6,ship_in_a_bottle,T1,common,610624,15139,0.024792671103657897
henerprise,extended,6,ship_in_a_bottle,T3,common,610624,906,0.0014837281207420606
henerprise,extended,6,ship_in_a_bottle,T3,rare,610624,171,0.00028004140027250814
henerprise,extended,6,demeters_necklace,T3,common,610624,6102,0.009993056283408448
henerprise,extended,6,demeters_necklace,T3,epic,610624,146,0.00023909967508646893
henerprise,extended,6,demeters_necklace,T3,rare,610624,572,0.0009367466722565769
henerprise,extended,6,demeters_necklace,T4,common,610624,8054,0.013189786185934388
henerprise,extended,6,demeters_necklace,T4,rare,610624,458,0.0007500524054082381
henerprise,extended,6,demeters_necklace,T4,epic,610624,149,0.00024401268210879362
henerprise,extended,6,demeters_necklace,T4,legendary,610624,25,4.09417251860392e-05
henerprise,extended,6,dilithium_monocle,T2,common,610624,11840,0.019390001048108164
henerprise,extended,6,dilithium_monocle,T1,common,610624,9470,0.01550872550047165
henerprise,extended,6,dilithium_monocle,T3,common,610624,2602,0.00426121475736296
henerprise,extended,6,light_of_eggendil,T1,common,610624,10846,0.017762158054711246
henerprise,extended,6,light_of_eggendil,T2,common,610624,3739,0.006123244418824022
henerprise,extended,6,light_of_eggendil,T2,rare,610624,454,0.0007435017293784718
henerprise,extended,6,light_of_eggendil,T3,common,610624,78,0.0001277381825804423
henerprise,extended,6,light_of_eggendil,T3,rare,610624,8,1.3101352059532543e-05
henerprise,extended,6,quantum_metronome,T3,common,610624,3822,0.006259170946441673
henerprise,extended,6,quantum_metronome,T3,epic,610624,113,0.0001850565978408972
henerprise,extended,6,quantum_metronome,T3,rare,610624,634,0.0010382821507179541
henerprise,extended,6,quantum_metronome,T1,common,610624,8527,0.01396440362645425
henerprise,extended,6,quantum_metronome,T2,common,610624,11426,0.018712006079027357
henerprise,extended,6,quantum_metronome,T2,rare,610624,1248,0.0020438109212870766
henerprise,extended,6,tachyon_deflector,T1,common,610624,17450,0.02857732417985536
henerprise,extended,6,tachyon_deflector,T2,common,610624,3768,0.006170736820039828
henerprise,extended,6,tachyon_deflector,T3,common,610624,74,0.00012118750655067603
henerprise,extended,6,tachyon_deflector,T3,rare,610624,11,1.8014359081857246e-05
henerprise,extended,6,titanium_actuator,T2,common,610624,11881,0.01945714547741327
henerprise,extended,6,titanium_actuator,T3,common,610624,2097,0.0034341919086049682
henerprise,extended,6,titanium_actuator,T3,rare,610624,321,0.0005256917513887433
henerprise,extended,6,titanium_actuator,T1,common,610624,9903,0.016217836180693848
henerprise,extended,6,vial_martian_dust,T3,common,610624,11762,0.01926226286552772
henerprise,extended,6,vial_martian_dust,T3,epic,610624,312,0.0005109527303217692
henerprise,extended,6,vial_martian_dust,T2,common,610624,2604,0.004264490095377843
henerprise,extended,6,vial_martian_dust,T2,rare,610624,377,0.0006174012158054711
henerprise,extended,6,vial_martian_dust,T4,common,610624,377,0.0006174012158054711
henerprise,extended,6,vial_martian_dust,T4,legendary,610624,3,4.913007022324704e-06
henerprise,extended,6,vial_martian_dust,T4,rare,610624,21,3.439104915627293e-05
henerprise,extended,6,neodymium_medallion,T3,common,610624,10415,0.01705632271250393
henerprise,extended,6,neodymium_medallion,T3,epic,610624,192,0.00031443244942878104
henerprise,extended,6,neodymium_medallion,T2,common,610624,3299,0.005402670055549732
henerprise,extended,6,neodymium_medallion,T2,rare,610624,455,0.0007451393983859135
henerprise,extended,6,neodymium_medallion,T4,common,610624,4783,0.00783297086259302
henerprise,extended,6,neodymium_medallion,T4,rare,610624,281,0.0004601849910910806
henerprise,extended,6,neodymium_medallion,T4,epic,610624,91,0.0001490278796771827
henerprise,extended,6,neodymium_medallion,T4,legendary,610624,14,2.2927366104181953e-05
henerprise,extended,6,interstellar_compass,T3,rare,610624,1341,0.0021961141389791427
henerprise,extended,6,interstellar_compass,T3,common,610624,8708,0.014260821716801174
henerprise,extended,6,interstellar_compass,T2,common,610624,7112,0.011647101980924432
henerprise,extended,6,interstellar_compass,T4,common,610624,215,0.00035209883659993713
henerprise,extended,6,interstellar_compass,T4,rare,610624,14,2.2927366104181953e-05
henerprise,extended,6,interstellar_compass,T4,epic,610624,4,6.550676029766272e-06
henerprise,extended,6,clarity_stone_fragment,T1,common,610624,15829,0.02592266271879258
henerprise,extended,6,prophecy_stone_fragment,T1,common,610624,17454,0.02858387485588513
henerprise,extended,4,life_stone,T2,common,200802,832,0.0041433850260455575
henerprise,extended,4,life_stone,T1,common,200802,998,0.004970070019222916
henerprise,extended,4,soul_stone,T2,common,200802,593,0.002953157837073336
henerprise,extended,4,soul_stone,T1,common,200802,544,0.002709136363183634
henerprise,extended,4,soul_stone,T3,common,200802,9,4.4820270714435116e-05
henerprise,extended,4,lunar_stone,T2,common,200802,1075,0.005353532335335306
henerprise,extended,4,lunar_stone,T3,common,200802,82,0.0004083624665092977
henerprise,extended,4,lunar_totem,T4,common,200802,3863,0.01923785619665143
henerprise,extended,4,lunar_totem,T4,rare,200802,228,0.0011354468580990229
henerprise,extended,4,lunar_totem,T4,epic,200802,50,0.00024900150396908396
henerprise,extended,4,lunar_totem,T3,common,200802,1313,0.006538779494228145
henerprise,extended,4,lunar_totem,T3,rare,200802,111,0.0005527833388113664
henerprise,extended,4,puzzle_cube,T3,common,200802,3234,0.016105417276720352
henerprise,extended,4,puzzle_cube,T3,rare,200802,500,0.0024900150396908395
henerprise,extended,4,puzzle_cube,T4,common,200802,530,0.00263941594207229
henerprise,extended,4,puzzle_cube,T4,epic,200802,6,2.9880180476290076e-05
henerprise,extended,4,puzzle_cube,T4,rare,200802,17,8.466051134948856e-05
henerprise,extended,4,puzzle_cube,T4,legendary,200802,2,9.960060158763358e-06
henerprise,extended,4,shell_stone,T2,common,200802,1499,0.007465065088993137
henerprise,extended,4,shell_stone,T3,common,200802,29,0.00014442087230206872
henerprise,extended,4,terra_stone,T2,common,200802,1742,0.008675212398282886
henerprise,extended,4,terra_stone,T1,common,200802,526,0.0026194958217547635
henerprise,extended,4,the_chalice,T3,common,200802,3569,0.017773727353313215
henerprise,extended,4,the_chalice,T3,rare,200802,607,0.0030228782581846795
henerprise,extended,4,the_chalice,T3,epic,200802,93,0.0004631427973824962
henerprise,extended,4,the_chalice,T2,common,200802,2270,0.011304668280196412
henerprise,extended,4,the_chalice,T2,epic,200802,57,0.0002838617145247557
henerprise,extended,4,the_chalice,T1,common,200802,1066,0.0053087120646208704
henerprise,extended,4,the_chalice,T4,common,200802,134,0.000667324030637145
henerprise,extended,4,the_chalice,T4,epic,200802,3,1.4940090238145038e-05
henerprise,extended,4,the_chalice,T4,legendary,200802,1,4.980030079381679e-06
henerprise,extended,4,beak_of_midas,T4,common,200802,762,0.0037947829204888397
henerprise,extended,4,beak_of_midas,T4,rare,200802,29,0.00014442087230206872
henerprise,extended,4,beak_of_midas,T4,legendary,200802,2,9.960060158763358e-06
henerprise,extended,4,beak_of_midas,T3,rare,200802,558,0.002778856784294977
henerprise,extended,4,beak_of_midas,T3,common,200802,3881,0.019327496738080298
henerprise,extended,4,beak_of_midas,T2,common,200802,1631,0.008122429059471518
henerprise,extended,4,book_of_basan,T1,common,200802,3811,0.018978894632523582
henerprise,extended,4,book_of_basan,T2,common,200802,641,0.0031921992808836563
henerprise,extended,4,book_of_basan,T3,common,200802,2,9.960060158763358e-06
henerprise,extended,4,clarity_stone,T1,common,200802,1235,0.0061503371480363745
henerprise,extended,4,clarity_stone,T2,common,200802,44,0.0002191213234927939
henerprise,extended,4,mercurys_lens,T3,common,200802,3575,0.017803607533789505
henerprise,extended,4,mercurys_lens,T3,rare,200802,550,0.002739016543659924
henerprise,extended,4,mercurys_lens,T2,common,200802,1952,0.00972101871495304
henerprise,extended,4,mercurys_lens,T2,rare,200802,286,0.0014242886027031603
henerprise,extended,4,mercurys_lens,T4,common,200802,4,1.9920120317526716e-05
henerprise,extended,4,ornate_gusset,T3,common,200802,3694,0.018396231113235923
henerprise,extended,4,ornate_gusset,T3,rare,200802,551,0.0027439965737393055
henerprise,extended,4,ornate_gusset,T2,common,200802,1412,0.007031802472086931
henerprise,extended,4,ornate_gusset,T2,epic,200802,33,0.00016434099261959542
henerprise,extended,4,ornate_gusset,T4,common,200802,28,0.00013944084222268703
henerprise,extended,4,quantum_stone,T1,common,200802,714,0.003555741476678519
henerprise,extended,4,quantum_stone,T2,common,200802,1760,0.008764852939711756
henerprise,extended,4,tachyon_stone,T2,common,200802,1447,0.00720610352486529
henerprise,extended,4,tungsten_ankh,T3,common,200802,3869,0.01926773637712772
henerprise,extended,4,tungsten_ankh,T3,rare,200802,660,0.0032868198523919086
henerprise,extended,4,tungsten_ankh,T3,legendary,200802,11,5.4780330873198476e-05
